"TIME","GEO","UNIT","ICD10","AGE","RESID","SEX","Value","Flag and Footnotes"
"2011","Denmark","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","127",""
"2011","Denmark","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","63",""
"2011","Denmark","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","64",""
"2011","Denmark","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","3,482",""
"2011","Denmark","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","1,452",""
"2011","Denmark","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","2,025",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","16,711",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males","7,565",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females","9,146",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total","221,693",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males","119,818",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females","101,875",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total","6,633",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males","3,046",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females","3,587",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total","29,835",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males","12,396",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females","17,439",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total","27,123",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males","11,003",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females","16,120",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total","22,741",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males","10,765",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females","11,976",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total","342,373",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males","145,647",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females","196,726",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total","60,047",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males","32,050",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females","27,997",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total","40,536",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males","20,562",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females","19,974",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total","1,161",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males","381",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females","780",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total","3,057",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males","1,038",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females","2,019",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total","19,670",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males","8,408",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females","11,262",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total","32",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females","32",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","1,243",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","697",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","546",""
"2011","Germany (until 1990 former territory of the FRG)","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","1,624",""
